epoch,accuracy,loss
0,0.4820875823497772,3.220954418182373
0,0.0664176419377327,4.645564556121826
0,0.14743013679981232,3.2375433444976807
0,0.046030689030885696,3.4701483249664307
0,0.06080682948231697,2.9022603034973145
0,0.30185753107070923,1.7563999891281128
0,0.12347891181707382,2.634136438369751
0,0.1947854906320572,2.073835849761963
0,0.04241723567247391,4.338018417358398
0,0.057956304401159286,3.2984941005706787
0,0.014182298444211483,4.000251293182373
0,0.4291336238384247,1.599143624305725
0,0.00365450675599277,5.772989273071289
0,0.1258428990840912,2.9582552909851074
0,0.016138197854161263,4.171375751495361
0,0.07798963785171509,3.0739102363586426
0,0.09473021328449249,2.7842509746551514
0,0.1008056104183197,2.9209656715393066
0,0.08756548911333084,2.6984822750091553
0,0.08451052010059357,2.7334201335906982
0,0.012551570311188698,4.228567123413086
0,0.024294279515743256,3.826925754547119
0,0.06706920266151428,3.098703622817993
0,0.06045645847916603,3.004312753677368
0,0.11001524329185486,2.633063793182373
0,0.06376668810844421,3.326176166534424
0,0.13026928901672363,2.6818737983703613
0,0.055436234921216965,3.0207579135894775
0,0.08162422478199005,3.583465099334717
0,0.06792236864566803,3.0061211585998535
0,0.10634204000234604,2.6958138942718506
0,0.4786883592605591,1.1868289709091187
0,0.02873651124536991,3.8385183811187744
0,0.06977461278438568,2.928802490234375
0,0.07933218032121658,2.869647741317749
0,0.012635300867259502,4.1374030113220215
0,0.07675521075725555,3.5874786376953125
0,0.048180874437093735,3.4807639122009277
0,0.0896819457411766,3.2169482707977295
0,0.13600406050682068,2.961371898651123
0,0.04199695214629173,3.401724100112915
0,0.05182928591966629,3.1252119541168213
0,0.09254709631204605,2.812408447265625
0,0.10068529844284058,2.9022464752197266
0,0.007041154429316521,5.534680366516113
0,0.0,5.771167755126953
0,0.10261233896017075,2.939141273498535
0,0.007374860346317291,4.6067681312561035
0,0.019578497856855392,4.22460412979126
0,0.1377689242362976,3.0604264736175537
0,0.10469627380371094,3.065901756286621
0,0.015384615398943424,4.029245376586914
0,0.14254282414913177,2.8428666591644287
0,0.15756650269031525,2.6352784633636475
0,0.010432273149490356,4.886901378631592
0,0.3666302263736725,2.3839683532714844
0,0.13648083806037903,2.733269214630127
0,0.015469159930944443,4.0844645500183105
0,0.4152452051639557,2.090726375579834
0,0.10957098007202148,2.9359943866729736
0,0.14679686725139618,2.7096407413482666
0,0.18894624710083008,2.4938931465148926
0,0.44456538558006287,1.8250173330307007
0,0.060509297996759415,3.4581186771392822
0,0.17365796864032745,2.4838504791259766
0,0.07663773745298386,3.1001696586608887
0,0.503625214099884,1.6948188543319702
0,0.03505619242787361,3.818277359008789
0,0.08189737051725388,2.897951602935791
0,0.1003243550658226,3.0465152263641357
0,0.049017783254384995,3.096277952194214
0,0.13088873028755188,2.6629252433776855
0,0.21075378358364105,2.3815677165985107
0,0.10321918874979019,2.7104263305664062
0,0.16081048548221588,2.278286933898926
0,0.018905801698565483,4.45632791519165
0,0.5855506658554077,1.8667418956756592
0,0.11560451239347458,2.7918198108673096
0,0.6056985855102539,1.5178170204162598
0,0.07638004422187805,3.226468086242676
0,0.6002020239830017,1.422598123550415
